node_id,concept,country_of_citizenship,date_of_birth,enwiki_title,handedness,height,inception,mass,name,native_language,nickname,owners,place_of_birth,schools_attended,sex_or_gender,work_period_end,work_period_start
Q370006,player,United States of America,24 September 1981,Drew Gooden,,208 centimetre,,113 kilogram,Drew Gooden,English,,,Oakland,University of Kansas,male,2016,2002
Q4024141,player,United States of America,27 April 1975,Zendon Hamilton,,211 centimetre,,113 kilogram,Zendon Hamilton,English,,,Floral Park,St. John's University; Sewanhaka High School,male,2012,1998
Q316161,player,United States of America,28 October 1937,Lenny Wilkens,,185 centimetre,,82 kilogram,Lenny Wilkens,English,,,Brooklyn,Boys High School; Providence College; Boys and Girls High School,male,1975,1960
Q3641335,player,United States of America,06 July 1948,Bob Riley (basketball),,206 centimetre,,235 pound,Bob Riley,English,,,Columbus,Mount St. Mary's University,male,1981,1970
Q5039860,player,United States of America,23 April 1958,Carl Bailey,,213 centimetre,,210 pound,Carl Bailey,English,,,Birmingham,P.D. Jackson-Olin High School; Tuskegee University,male,1983,1980
Q524167,player,United States of America,12 November 1923,"Bob Brown (basketball, born 1923)",,193 centimetre,,93 kilogram,Bob Brown,English,,,Versailles,Miami University,male,1951,1949
Q4120772,player,United States of America,19 November 1926,Herb Krautblatt,,185 centimetre,,190 pound,Herb Krautblatt,English,,,Newark,,male,1951,1948
Q1616796,player,United States of America,13 April 1932,Dick Farley (basketball),,193 centimetre,,86 kilogram,Dick Farley,English,,,Winslow,Indiana University Bloomington,male,1959,1954
Q1616819,player,United States of America,06 July 1928,Wally Osterkorn,,196 centimetre,,98 kilogram,Wally Osterkorn,English,,,Chicago,Amundsen High School; University of Illinois at Urbana–Champaign,male,1955,1950
Q1617143,player,United States of America,18 July 1943,Jerry Chambers,,196 centimetre,,84 kilogram,Jerry Chambers,English,,,"Washington, D.C.",Eastern High School; University of Utah,male,1974,1966
Q523714,player,United States of America,27 September 1961,Norris Coleman,,203 centimetre,,95 kilogram,Norris Coleman,English,,,Jacksonville,Kansas State University; Paxon School for Advanced Studies,male,2001,1987
Q517722,player,Iran,19 May 1985,Hamed Haddadi,,218 centimetre,,115 kilogram,Hamed Haddadi,,,,Ahvaz,,male,,1999
Q520357,player,United States of America,07 February 1973,Juwan Howard,,206 centimetre,,109 kilogram,Juwan Howard,English,,,Chicago,Chicago Vocational High School; Troy High School; University of Michigan,male,2013,1994
Q4962407,player,United States of America,01 February 1968,Brett Szabo,,211 centimetre,,230 pound,Brett Szabo,English,,,Postville,Augustana University,male,,
Q3641392,player,Canada,17 March 1946,Bobby Croft,,208 centimetre,,91 kilogram,Bobby Croft,,,,Hamilton,"University of Tennessee, Knoxville; Hill Park Secondary School",male,,1970
Q213132,player,Argentina,28 July 1977,Manu Gin%C3%B3bili,,187 centimetre,,93 kilogram,Manu Ginóbili,,,,Bahía Blanca,,male,27 August 2018,1995
Q3706961,player,United States of America,20 January 1930,Dick Rosenthal,,196 centimetre,,205 pound,Dick Rosenthal,English,,,St. Louis,University of Notre Dame,male,1957,1954
Q5228882,player,United States of America,22 July 1937,Dave Gunther,,201 centimetre,,190 pound,Dave Gunther,English,,,Le Mars,University of Iowa,male,,
Q3706955,player,United States of America,20 May 1922,Dick Mehen,,196 centimetre,,88 kilogram,Dick Mehen,English,,,West Virginia,Wheeling High School,male,1950,1947
Q5256411,player,United States of America,16 March 1992,Tim Hardaway Jr.,,196 centimetre,,93 kilogram,Tim Hardaway Jr.,,,,Miami,Palmer Trinity School; University of Michigan; Miami Palmetto High School,male,,2013
Q313487,player,United States of America,22 January 1988,Greg Oden,,213 centimetre,,129 kilogram,Greg Oden,English,,,Buffalo,Lawrence North High School; Ohio State University,male,2016,2007
Q314621,player,United States of America,09 August 1974,Derek Fisher,,185 centimetre,,91 kilogram,Derek Fisher,English,,,Little Rock,University of Arkansas at Little Rock; Parkview Arts and Science Magnet High School,male,2014,1996
Q315104,player,United States of America,31 May 1984,Nate Robinson,,175 centimetre,,82 kilogram,Nate Robinson,English,,,Seattle,University of Washington; Minnetonka High School; Rainier Beach High School,male,,2005
Q316106,player,Spain,28 September 1981,Jos%C3%A9 Calder%C3%B3n (basketball),,191 centimetre,,95 kilogram,José Calderón,,Mr. Cartering,,Villanueva de la Serena,,male,2019,1998
Q370268,player,United States of America,13 March 1980,Caron Butler,,200 centimetre,,100 kilogram,Caron Butler,English,,,Racine,Maine Central Institute; Washington Park High School; University of Connecticut,male,2016,2002
Q205326,player,United States of America,04 October 1988,Derrick Rose,,191 centimetre,,86 kilogram,Derrick Rose,English,,,Chicago,Simeon Career Academy; University of Memphis,male,,2008
Q4957016,player,United States of America,30 April 1991,Brandon Paul,,193 centimetre,,90 kilogram; 91 kilogram,Brandon Paul,English,,,Gurnee,University of Illinois at Urbana–Champaign; Warren Township High School,male,,2013
Q220565,player,Croatia,12 September 1982,Zoran Planini%C4%87,,201 centimetre,,88 kilogram,Zoran Planinić,,,,Mostar,,male,2014,1999
Q1616801,player,United States of America,20 December 1975,Derrick Dial,,193 centimetre,,84 kilogram,Derrick Dial,English,,,Detroit,Eastern Michigan University; Cass Technical High School,male,2009,1998
Q1616777,player,United States of America,12 September 1971,Terry Dehere,,188 centimetre,,86 kilogram,Terry Dehere,English,,,New York City,St. Anthony High School; Seton Hall University,male,2002,1993
Q1617065,player,United States of America,12 May 1937,Bumper Tormohlen,,203 centimetre,,105 kilogram,Bumper Tormohlen,English,,,Holland,"University of Tennessee, Knoxville",male,1970,1961
Q3641334,player,United States of America,05 March 1946,Bob Quick (basketball),,196 centimetre,,215 pound,Bob Quick,English,,,Thornton,Xavier University; Hughes STEM High School,male,1972,1968
Q3641349,player,United States of America,28 August 1920,Bob Tough,,183 centimetre,,84 kilogram,Bob Tough,English,,,New York City,Jamaica High School,male,1951,1943
Q523646,player,United States of America,05 April 1980,Matt Bonner,,208 centimetre,,112 kilogram,Matt Bonner,English,Matt,,Concord,University of Florida; Concord High School,male,2016,2003
Q523630,player,United States of America,27 September 1965,Steve Kerr,,190 centimetre,,80 kilogram,Steve Kerr,English,,,Beirut,American Community School at Beirut; Palisades Charter High School; Cairo American College; University of Arizona,male,2003,1988
Q4024087,player,United States of America,13 October 1930,Zeke Zawoluk,,201 centimetre,,215 pound,Zeke Zawoluk,English,,,Brooklyn,St. Francis Preparatory School; St. John's University,male,1955,1952
Q313488,player,United States of America,24 August 1979,Michael Redd,,198 centimetre,,100 kilogram,Michael Redd,English,,,Columbus,Ohio State University; West High School; Seneca High School MCA,male,2012,2000
Q4110068,player,United States of America,03 January 1931,George McLeod (basketball),,196 centimetre,,200 pound,George McLeod,English,,,Houston,Texas Christian University,male,1953,1952
Q313510,player,United States of America,14 February 1978,Richard Hamilton (basketball),,198 centimetre,,84 kilogram,Richard Hamilton,English,,,Coatesville,University of Connecticut; Coatesville Area High School,male,2013,1999
Q364321,player,Argentina,21 March 1975,Fabricio Oberto,,208 centimetre,,111 kilogram,Fabricio Oberto,,,,Las Varillas,,male,2013,1993
Q369563,player,United States of America,19 December 1919,Matt Zunic,,190 centimetre,,89 kilogram,Matt Zunic,English,,,Refton,George Washington University,male,1949,1947
Q370275,player,United States of America,17 August 1986,Rudy Gay,,203 centimetre,,100 kilogram,Rudy Gay,English,,,Baltimore,Archbishop Spalding High School; Eastern Technical High School; University of Connecticut,male,,2006
Q444027,player,Argentina; Italy,30 September 1979,Andr%C3%A9s Nocioni,,203 centimetre,,102 kilogram,Andrés Nocioni,,Chapu; The Wild Bull of the Pampas; Noc; Teen Wolf,,Gálvez,,male,16 June 2017,1995
Q201608,player,United States of America,13 May 1961,Dennis Rodman,,202 centimetre,,100 kilogram,Dennis Rodman,English,Demolition Man; Adivina quien viene esta noche; Worm; El Loco; Psycho; Dennis the Menace; Country; loloplaga91; Rodzilla,,Trenton,North Central Texas College; South Oak Cliff High School; Southeastern Oklahoma State University,male,2006,1986
Q4109939,player,United States of America,18 April 1948,Sid Catlett (basketball),,198 centimetre,,230 pound,Sid Catlett,English,,,Hyattsville,DeMatha Catholic High School; University of Notre Dame,male,1972,1971
Q217632,player,United States of America,11 March 1989,Malcolm Delaney,,191 centimetre,,86 kilogram,Malcolm Delaney,English,,,Baltimore,Virginia Tech; Towson Catholic High School,male,,2011
Q3641403,player,United States of America,03 January 1946,Bob Lloyd,,188 centimetre,,83 kilogram,Bob Lloyd,English,,,Upper Darby Township,Upper Darby High School; Rutgers University–New Brunswick,male,1969,1967
Q3641404,player,United States of America,20 March 1945,"Bobby Lewis (basketball, born 1945)",,190 centimetre,,175 pound,Bob Lewis,English,,,"Washington, D.C.",University of North Carolina at Chapel Hill; St. John's College High School,male,1971,1967
Q4266611,player,United States of America,09 April 1930,John McConathy,,196 centimetre,,195 pound,John McConathy,English,,,Gibsland,Northwestern State University,male,1952,1951
Q520368,player,United States of America,03 November 1987,Ty Lawson,,180 centimetre,,88 kilogram,Ty Lawson,English,,,Clinton,Bishop McNamara High School; University of North Carolina at Chapel Hill,male,,2009
Q524908,player,United States of America,23 July 1968,Elden Campbell,,211 centimetre,,98 kilogram,Elden Campbell,English,,,Los Angeles,Clemson University; Morningside High School,male,2005,1990
Q525613,player,United States of America,26 November 1982,Luther Head,,191 centimetre,,84 kilogram,Luther Head,English,,,Chicago,University of Illinois at Urbana–Champaign; Manley Career Academy High School,male,,2005
Q314822,player,United States of America,27 October 1987,Andrew Bynum,,213 centimetre,,130 kilogram,Andrew Bynum,English,,,Middlesex County,West Windsor-Plainsboro High School North; St. Joseph High School; Solebury School,male,2014,2005
Q4022896,player,United States of America,18 July 1938,York Larese,,193 centimetre,,183 pound,York Larese,English,,,New York City,Saint Ann's School; Archbishop Molloy High School; University of North Carolina at Chapel Hill,male,1969,1961
Q363445,player,Brazil,28 September 1982,Anderson Varej%C3%A3o,,211 centimetre,,126 kilogram,Anderson Varejão,,,,Santa Teresa,,male,,1998
Q363421,player,United States of America,06 February 1985,Kris Humphries,,207 centimetre,,107 kilogram,Kris Humphries,English,,,Minneapolis,Hopkins High School; University of Minnesota,male,2017,2004
Q363432,player,United States of America,08 April 1982,Jared Reiner,,211 centimetre,,116 kilogram,Jared Reiner,English,,,Mitchell,University of Iowa,male,2011,2004
Q363460,player,France,07 February 1982,Micka%C3%ABl Pi%C3%A9trus,,198 centimetre,,98 kilogram,Mickaël Piétrus,,,,Les Abymes,,male,2016,1999
Q370011,player,United States of America,10 April 1981,Kenny Satterfield,,188 centimetre,,85 kilogram,Kenny Satterfield,English,,,New York City,Rice High School; University of Cincinnati,male,2012,2001
Q1617152,player,United States of America,30 March 1950,LaRue Martin,,211 centimetre,,95 kilogram,LaRue Martin,English,,,Chicago,De La Salle Institute; Loyola University Chicago,male,1976,1972
Q369593,player,United States of America,10 October 1953,Gus Williams (basketball),,188 centimetre,,80 kilogram,Gus Williams,English,The Wizard,,Mount Vernon,Mount Vernon High School; University of Southern California,male,1987,1975
Q446086,player,United States of America,19 October 1925,Jack McCloskey,,188 centimetre,,86 kilogram,Jack McCloskey,English,Trader Jack; Trade Winds,,Mahanoy City,University of Pennsylvania,male,,
Q447286,player,United States of America,20 March 1980,Jamal Crawford,,196 centimetre,,90 kilogram,Jamal Crawford,English,,,Seattle,University of Michigan; Rainier Beach High School,male,,2014
Q3713483,player,United States of America,27 November 1947,Don Adams (basketball),,198 centimetre,,210 pound,Don Adams,English,,,Atlanta,Northwestern University,male,1977,1970
Q524843,player,United States of America; Luxembourg,09 September 1978,Alvin Jones (basketball),,211 centimetre,,120 kilogram,Alvin Jones,English,,,Luxembourg,Kathleen High School; Georgia Tech,male,2009,2001
Q517747,player,Israel,22 June 1988,Omri Casspi,,206 centimetre,,102 kilogram,Omri Casspi,,,,Yavne,,male,,2005
Q3713516,player,United States of America,31 December 1952,Don Ford,,206 centimetre,,215 pound,Don Ford,English,,,Santa Barbara,University of New Mexico; Santa Barbara High School,male,1983,1975
Q4977398,player,United States of America,09 April 1964,Bruce Douglas (basketball),,190 centimetre,,88 kilogram,Bruce Douglas,English,,,Quincy,Quincy Senior High School; University of Illinois at Urbana–Champaign,male,,
Q3706957,player,United States of America,10 March 1921,Dick Murphy (basketball),,185 centimetre,,175 pound,Dick Murphy,English,,,New York,Manhattan College,male,,
Q526394,player,United States of America,01 February 1944,Dick Snyder,,196 centimetre,,94 kilogram,Dick Snyder,English,,,North Canton,Hoover High School; Davidson College,male,1979,1966
Q5231758,player,United States of America,29 August 1958,David Britton (basketball),,193 centimetre,,180 pound,David Britton,English,,,New York City,Texas A&M University; Potomac State College of West Virginia University; John F. Kennedy High School,male,1981,1980
Q3641354,player,United States of America,17 July 1946,Bob Warren (basketball),,196 centimetre,,190 pound,Bob Warren,English,Bob; Colonel; Bobby,,Murray,Vanderbilt University,male,1975,1968
Q3706956,player,United States of America,26 April 1958,Dick Miller (basketball),,198 centimetre,,215 pound,Dick Miller,English,,,Milwaukee,Saint Thomas More High School; University of Toledo,male,1984,1980
